plot_id,group,species,abundance,elevation,soil_moisture,soil_depth (cm),conifer proportion (%),slope,proportion of visible sky,pH,water_holding_capacity (%),organic_matter_content (%),NO3,NH4,Ca,K,P,Al
E2T4N5,Random,Trillium,1,769.2299805,37.5,4,1,20,12.29,4.62,0.598802395,0.484460695,226.4,49.8,366.5,566.6,8.98,12.26
E2T4N5,Random,Veratrum,0,769.2299805,37.5,4,1,20,12.29,4.62,0.598802395,0.484460695,226.4,49.8,366.5,566.6,8.98,12.26
E2T5N1,Random,Claytonia,0,842.1300049,25.75,1.75,55,22,16.67,4.11,0.46185853,0.344201556,136.4628817,26.7793206,271.5263839,355.8999769,8.153929494,25.32819698
E2T5N1,Random,Erythronium,109,842.1300049,25.75,1.75,55,22,16.67,4.11,0.46185853,0.344201556,136.4628817,26.7793206,271.5263839,355.8999769,8.153929494,25.32819698
E2T5N1,Random,Dicentra,0,842.1300049,25.75,1.75,55,22,16.67,4.11,0.46185853,0.344201556,136.4628817,26.7793206,271.5263839,355.8999769,8.153929494,25.32819698
E2T5N1,Random,Trillium,0,842.1300049,25.75,1.75,55,22,16.67,4.11,0.46185853,0.344201556,136.4628817,26.7793206,271.5263839,355.8999769,8.153929494,25.32819698
E2T5N1,Random,Veratrum,0,842.1300049,25.75,1.75,55,22,16.67,4.11,0.46185853,0.344201556,136.4628817,26.7793206,271.5263839,355.8999769,8.153929494,25.32819698
E2T5N2,Random,Claytonia,0,809.0199585,21.5,7.375,30,24,16.91,3.93,0.436918991,0.359252971,277.5,21.5,692.3,377.3,8.59,29.27
E2T5N2,Random,Erythronium,243,809.0199585,21.5,7.375,30,24,16.91,3.93,0.436918991,0.359252971,277.5,21.5,692.3,377.3,8.59,29.27
E2T5N2,Random,Dicentra,0,809.0199585,21.5,7.375,30,24,16.91,3.93,0.436918991,0.359252971,277.5,21.5,692.3,377.3,8.59,29.27
E2T5N2,Random,Trillium,6,809.0199585,21.5,7.375,30,24,16.91,3.93,0.436918991,0.359252971,277.5,21.5,692.3,377.3,8.59,29.27
E2T5N2,Random,Veratrum,0,809.0199585,21.5,7.375,30,24,16.91,3.93,0.436918991,0.359252971,277.5,21.5,692.3,377.3,8.59,29.27
E2T5N3,Random,Claytonia,0,795.5,8.75,4.5,15,31,11.08,4.16,0.592178771,0.577544779,71.7,25.8,260.6,558.7,5.46,16.6
E2T5N3,Random,Erythronium,217,795.5,8.75,4.5,15,31,11.08,4.16,0.592178771,0.577544779,71.7,25.8,260.6,558.7,5.46,16.6
E2T5N3,Random,Dicentra,0,795.5,8.75,4.5,15,31,11.08,4.16,0.592178771,0.577544779,71.7,25.8,260.6,558.7,5.46,16.6
E2T5N3,Random,Trillium,4,795.5,8.75,4.5,15,31,11.08,4.16,0.592178771,0.577544779,71.7,25.8,260.6,558.7,5.46,16.6
E2T5N3,Random,Veratrum,0,795.5,8.75,4.5,15,31,11.08,4.16,0.592178771,0.577544779,71.7,25.8,260.6,558.7,5.46,16.6
E2T5N5,Random,Claytonia,0,846.0599976,30,21.75,50,22,27.9,3.93,0.46969697,0.284340659,96.20695629,23.09696542,222.8152235,346.8255158,6.584302393,29.81280611
E2T5N5,Random,Erythronium,386,846.0599976,30,21.75,50,22,27.9,3.93,0.46969697,0.284340659,96.20695629,23.09696542,222.8152235,346.8255158,6.584302393,29.81280611
E2T5N5,Random,Dicentra,0,846.0599976,30,21.75,50,22,27.9,3.93,0.46969697,0.284340659,96.20695629,23.09696542,222.8152235,346.8255158,6.584302393,29.81280611
E2T5N5,Random,Trillium,0,846.0599976,30,21.75,50,22,27.9,3.93,0.46969697,0.284340659,96.20695629,23.09696542,222.8152235,346.8255158,6.584302393,29.81280611
E2T5N5,Random,Veratrum,0,846.0599976,30,21.75,50,22,27.9,3.93,0.46969697,0.284340659,96.20695629,23.09696542,222.8152235,346.8255158,6.584302393,29.81280611
E2T6N1,Random,Claytonia,0,802.1199951,19,11.125,40,19,12.37,3.87,0.580898876,0.605298013,96.37056746,39.98664846,319.6558402,426.0347053,8.40948469,17.46337236
E2T6N1,Random,Erythronium,680,802.1199951,19,11.125,40,19,12.37,3.87,0.580898876,0.605298013,96.37056746,39.98664846,319.6558402,426.0347053,8.40948469,17.46337236
E2T6N1,Random,Dicentra,0,802.1199951,19,11.125,40,19,12.37,3.87,0.580898876,0.605298013,96.37056746,39.98664846,319.6558402,426.0347053,8.40948469,17.46337236
E2T6N1,Random,Trillium,0,802.1199951,19,11.125,40,19,12.37,3.87,0.580898876,0.605298013,96.37056746,39.98664846,319.6558402,426.0347053,8.40948469,17.46337236
E2T6N1,Random,Veratrum,0,802.1199951,19,11.125,40,19,12.37,3.87,0.580898876,0.605298013,96.37056746,39.98664846,319.6558402,426.0347053,8.40948469,17.46337236
E2T6N2,Random,Claytonia,0,790.5,3.25,5.875,40,18,15.59,4.27,0.626931567,0.650195059,9.6,48.2,139.3,453.7,12.13,8.85
E2T6N2,Random,Erythronium,131,790.5,3.25,5.875,40,18,15.59,4.27,0.626931567,0.650195059,9.6,48.2,139.3,453.7,12.13,8.85
E2T6N2,Random,Dicentra,0,790.5,3.25,5.875,40,18,15.59,4.27,0.626931567,0.650195059,9.6,48.2,139.3,453.7,12.13,8.85
E2T6N2,Random,Trillium,0,790.5,3.25,5.875,40,18,15.59,4.27,0.626931567,0.650195059,9.6,48.2,139.3,453.7,12.13,8.85
E2T6N2,Random,Veratrum,0,790.5,3.25,5.875,40,18,15.59,4.27,0.626931567,0.650195059,9.6,48.2,139.3,453.7,12.13,8.85
E2T6N3,Random,Claytonia,0,799.2600098,6.25,6.875,80,33,17.16,4.5,0.673024523,0.570327553,55.48434791,41.44123843,311.5408776,433.5898944,9.072430901,15.81614963
E2T6N3,Random,Erythronium,3,799.2600098,6.25,6.875,80,33,17.16,4.5,0.673024523,0.570327553,55.48434791,41.44123843,311.5408776,433.5898944,9.072430901,15.81614963
E2T6N3,Random,Dicentra,0,799.2600098,6.25,6.875,80,33,17.16,4.5,0.673024523,0.570327553,55.48434791,41.44123843,311.5408776,433.5898944,9.072430901,15.81614963
E2T6N3,Random,Trillium,0,799.2600098,6.25,6.875,80,33,17.16,4.5,0.673024523,0.570327553,55.48434791,41.44123843,311.5408776,433.5898944,9.072430901,15.81614963
E2T6N3,Random,Veratrum,0,799.2600098,6.25,6.875,80,33,17.16,4.5,0.673024523,0.570327553,55.48434791,41.44123843,311.5408776,433.5898944,9.072430901,15.81614963
E2T6N4,Random,Claytonia,101,782.1199951,20.75,10,30,33,16.46,4.5,0.623646209,0.935498421,53.4,41.7,620.9,603,9.41,13.55
E2T6N4,Random,Erythronium,72,782.1199951,20.75,10,30,33,16.46,4.5,0.623646209,0.935498421,53.4,41.7,620.9,603,9.41,13.55
E2T6N4,Random,Dicentra,0,782.1199951,20.75,10,30,33,16.46,4.5,0.623646209,0.935498421,53.4,41.7,620.9,603,9.41,13.55
E2T6N4,Random,Trillium,3,782.1199951,20.75,10,30,33,16.46,4.5,0.623646209,0.935498421,53.4,41.7,620.9,603,9.41,13.55
E2T6N4,Random,Veratrum,0,782.1199951,20.75,10,30,33,16.46,4.5,0.623646209,0.935498421,53.4,41.7,620.9,603,9.41,13.55
E2T6N5,Random,Claytonia,0,792.6799927,11.25,8.375,40,33,10.28,3.62,0.674019608,0.437761705,155.5,38.8,365.8,366.2,6.06,26.64
E2T6N5,Random,Erythronium,452,792.6799927,11.25,8.375,40,33,10.28,3.62,0.674019608,0.437761705,155.5,38.8,365.8,366.2,6.06,26.64
E2T6N5,Random,Dicentra,0,792.6799927,11.25,8.375,40,33,10.28,3.62,0.674019608,0.437761705,155.5,38.8,365.8,366.2,6.06,26.64
E2T6N5,Random,Trillium,7,792.6799927,11.25,8.375,40,33,10.28,3.62,0.674019608,0.437761705,155.5,38.8,365.8,366.2,6.06,26.64
E2T6N5,Random,Veratrum,0,792.6799927,11.25,8.375,40,33,10.28,3.62,0.674019608,0.437761705,155.5,38.8,365.8,366.2,6.06,26.64
E2T7N1,Random,Claytonia,206,822.2999878,22.5,8.125,10,26.5,13.15,4.15,0.6816,0.508467742,105.2535662,40.77027228,358.1760857,410.5897304,6.741470342,18.49918612
E2T7N1,Random,Erythronium,148,822.2999878,22.5,8.125,10,26.5,13.15,4.15,0.6816,0.508467742,105.2535662,40.77027228,358.1760857,410.5897304,6.741470342,18.49918612
E2T7N1,Random,Dicentra,0,822.2999878,22.5,8.125,10,26.5,13.15,4.15,0.6816,0.508467742,105.2535662,40.77027228,358.1760857,410.5897304,6.741470342,18.49918612
E2T7N1,Random,Trillium,2,822.2999878,22.5,8.125,10,26.5,13.15,4.15,0.6816,0.508467742,105.2535662,40.77027228,358.1760857,410.5897304,6.741470342,18.49918612
E2T7N1,Random,Veratrum,0,822.2999878,22.5,8.125,10,26.5,13.15,4.15,0.6816,0.508467742,105.2535662,40.77027228,358.1760857,410.5897304,6.741470342,18.49918612
E2T7N2,Random,Claytonia,24,815.2199707,33.75,11.125,20,22,14.55,4.27,0.63848145,0.528596187,64.3,39.9,248.9,410.7,9.01,12.84
E2T7N2,Random,Erythronium,664,815.2199707,33.75,11.125,20,22,14.55,4.27,0.63848145,0.528596187,64.3,39.9,248.9,410.7,9.01,12.84
E2T7N2,Random,Dicentra,0,815.2199707,33.75,11.125,20,22,14.55,4.27,0.63848145,0.528596187,64.3,39.9,248.9,410.7,9.01,12.84
E2T7N2,Random,Trillium,7,815.2199707,33.75,11.125,20,22,14.55,4.27,0.63848145,0.528596187,64.3,39.9,248.9,410.7,9.01,12.84
E2T7N2,Random,Veratrum,0,815.2199707,33.75,11.125,20,22,14.55,4.27,0.63848145,0.528596187,64.3,39.9,248.9,410.7,9.01,12.84
E2T7N3,Random,Claytonia,3056,806.5799561,42.5,9,5,22,14.24,4.65,0.728971963,0.557599226,57,68.1,482.7,551.3,4.45,57.4
E2T7N3,Random,Erythronium,89,806.5799561,42.5,9,5,22,14.24,4.65,0.728971963,0.557599226,57,68.1,482.7,551.3,4.45,57.4
E2T7N3,Random,Dicentra,11,806.5799561,42.5,9,5,22,14.24,4.65,0.728971963,0.557599226,57,68.1,482.7,551.3,4.45,57.4
E2T7N3,Random,Trillium,0,806.5799561,42.5,9,5,22,14.24,4.65,0.728971963,0.557599226,57,68.1,482.7,551.3,4.45,57.4
E2T7N3,Random,Veratrum,0,806.5799561,42.5,9,5,22,14.24,4.65,0.728971963,0.557599226,57,68.1,482.7,551.3,4.45,57.4
E2T7N4,Random,Claytonia,161,767.1799927,34.25,8.875,5,24,11.82,3.98,0.667938931,0.302726544,135.1053548,37.74112357,476.7981725,405.9394524,6.671471759,27.23521055
E2T7N4,Random,Erythronium,316,767.1799927,34.25,8.875,5,24,11.82,3.98,0.667938931,0.302726544,135.1053548,37.74112357,476.7981725,405.9394524,6.671471759,27.23521055
E2T7N4,Random,Dicentra,0,767.1799927,34.25,8.875,5,24,11.82,3.98,0.667938931,0.302726544,135.1053548,37.74112357,476.7981725,405.9394524,6.671471759,27.23521055
E2T7N4,Random,Trillium,21,767.1799927,34.25,8.875,5,24,11.82,3.98,0.667938931,0.302726544,135.1053548,37.74112357,476.7981725,405.9394524,6.671471759,27.23521055
E2T7N4,Random,Veratrum,0,767.1799927,34.25,8.875,5,24,11.82,3.98,0.667938931,0.302726544,135.1053548,37.74112357,476.7981725,405.9394524,6.671471759,27.23521055
E2T7N5,Random,Claytonia,1336,783.5499878,15,11.25,1,24,9.47,4.81,0.642402184,0.396432472,118.1647881,46.5371533,453.7524005,512.9085397,6.416278236,21.93378589
E2T7N5,Random,Erythronium,134,783.5499878,15,11.25,1,24,9.47,4.81,0.642402184,0.396432472,118.1647881,46.5371533,453.7524005,512.9085397,6.416278236,21.93378589
E2T7N5,Random,Dicentra,11,783.5499878,15,11.25,1,24,9.47,4.81,0.642402184,0.396432472,118.1647881,46.5371533,453.7524005,512.9085397,6.416278236,21.93378589
E2T7N5,Random,Trillium,24,783.5499878,15,11.25,1,24,9.47,4.81,0.642402184,0.396432472,118.1647881,46.5371533,453.7524005,512.9085397,6.416278236,21.93378589
E2T7N5,Random,Veratrum,0,783.5499878,15,11.25,1,24,9.47,4.81,0.642402184,0.396432472,118.1647881,46.5371533,453.7524005,512.9085397,6.416278236,21.93378589
E2T8N1,Random,Claytonia,14,843.789978,17.75,6.875,15,29,31.48,3.94,0.633371169,0.278214138,201.2,43.3,247.6,304.9,16.33,21.88
E2T8N1,Random,Erythronium,1084,843.789978,17.75,6.875,15,29,31.48,3.94,0.633371169,0.278214138,201.2,43.3,247.6,304.9,16.33,21.88
E2T8N1,Random,Dicentra,0,843.789978,17.75,6.875,15,29,31.48,3.94,0.633371169,0.278214138,201.2,43.3,247.6,304.9,16.33,21.88
E2T8N1,Random,Trillium,3,843.789978,17.75,6.875,15,29,31.48,3.94,0.633371169,0.278214138,201.2,43.3,247.6,304.9,16.33,21.88
E2T8N1,Random,Veratrum,0,843.789978,17.75,6.875,15,29,31.48,3.94,0.633371169,0.278214138,201.2,43.3,247.6,304.9,16.33,21.88
E2T8N2,Random,Claytonia,23,835.0799561,25,8.5,30,27,16.16,3.59,0.755860492,0.443478261,137.7,41.3,275.9,481,3.71,17.69
E2T8N2,Random,Erythronium,568,835.0799561,25,8.5,30,27,16.16,3.59,0.755860492,0.443478261,137.7,41.3,275.9,481,3.71,17.69
E2T8N2,Random,Dicentra,0,835.0799561,25,8.5,30,27,16.16,3.59,0.755860492,0.443478261,137.7,41.3,275.9,481,3.71,17.69
E2T8N2,Random,Trillium,1,835.0799561,25,8.5,30,27,16.16,3.59,0.755860492,0.443478261,137.7,41.3,275.9,481,3.71,17.69
E2T8N2,Random,Veratrum,0,835.0799561,25,8.5,30,27,16.16,3.59,0.755860492,0.443478261,137.7,41.3,275.9,481,3.71,17.69
E2T8N3,Random,Claytonia,0,811.4199829,15.5,11.625,40,24,17.54,4.25,0.613490364,0.339781329,125.2,70.2,214.5,1047.1,1.1,13.39
E2T8N3,Random,Erythronium,2,811.4199829,15.5,11.625,40,24,17.54,4.25,0.613490364,0.339781329,125.2,70.2,214.5,1047.1,1.1,13.39
E2T8N3,Random,Dicentra,0,811.4199829,15.5,11.625,40,24,17.54,4.25,0.613490364,0.339781329,125.2,70.2,214.5,1047.1,1.1,13.39
E2T8N3,Random,Trillium,2,811.4199829,15.5,11.625,40,24,17.54,4.25,0.613490364,0.339781329,125.2,70.2,214.5,1047.1,1.1,13.39
E2T8N3,Random,Veratrum,0,811.4199829,15.5,11.625,40,24,17.54,4.25,0.613490364,0.339781329,125.2,70.2,214.5,1047.1,1.1,13.39
E2T8N4,Random,Claytonia,240,833.6499634,21.5,13.25,2,34,12.58,4.24,0.534183082,0.161167072,126.9777827,33.56144254,304.1604379,504.0312414,5.80834043,25.77708316
E2T8N4,Random,Erythronium,222,833.6499634,21.5,13.25,2,34,12.58,4.24,0.534183082,0.161167072,126.9777827,33.56144254,304.1604379,504.0312414,5.80834043,25.77708316
E2T8N4,Random,Dicentra,0,833.6499634,21.5,13.25,2,34,12.58,4.24,0.534183082,0.161167072,126.9777827,33.56144254,304.1604379,504.0312414,5.80834043,25.77708316
E2T8N4,Random,Trillium,9,833.6499634,21.5,13.25,2,34,12.58,4.24,0.534183082,0.161167072,126.9777827,33.56144254,304.1604379,504.0312414,5.80834043,25.77708316
E2T8N4,Random,Veratrum,35,833.6499634,21.5,13.25,2,34,12.58,4.24,0.534183082,0.161167072,126.9777827,33.56144254,304.1604379,504.0312414,5.80834043,25.77708316
E2T8N5,Random,Claytonia,3,835.5599976,54.5,7.625,30,22,15.34,3.82,0.736342043,0.436424675,147.3399226,39.84252917,271.1264081,394.1491323,4.329895705,23.26181333
E2T8N5,Random,Erythronium,582,835.5599976,54.5,7.625,30,22,15.34,3.82,0.736342043,0.436424675,147.3399226,39.84252917,271.1264081,394.1491323,4.329895705,23.26181333
E2T8N5,Random,Dicentra,0,835.5599976,54.5,7.625,30,22,15.34,3.82,0.736342043,0.436424675,147.3399226,39.84252917,271.1264081,394.1491323,4.329895705,23.26181333
E2T8N5,Random,Trillium,3,835.5599976,54.5,7.625,30,22,15.34,3.82,0.736342043,0.436424675,147.3399226,39.84252917,271.1264081,394.1491323,4.329895705,23.26181333
E2T8N5,Random,Veratrum,0,835.5599976,54.5,7.625,30,22,15.34,3.82,0.736342043,0.436424675,147.3399226,39.84252917,271.1264081,394.1491323,4.329895705,23.26181333
E3T1N1,Random,Claytonia,0,890.75,2.75,0.25,99,22,15.36,3.42,0.741726152,0.91344086,5.7,16.5,81.5,136.5,6.04,9.29
E3T1N1,Random,Erythronium,0,890.75,2.75,0.25,99,22,15.36,3.42,0.741726152,0.91344086,5.7,16.5,81.5,136.5,6.04,9.29
E3T1N1,Random,Dicentra,0,890.75,2.75,0.25,99,22,15.36,3.42,0.741726152,0.91344086,5.7,16.5,81.5,136.5,6.04,9.29
E3T1N1,Random,Trillium,0,890.75,2.75,0.25,99,22,15.36,3.42,0.741726152,0.91344086,5.7,16.5,81.5,136.5,6.04,9.29
E3T1N1,Random,Veratrum,0,890.75,2.75,0.25,99,22,15.36,3.42,0.741726152,0.91344086,5.7,16.5,81.5,136.5,6.04,9.29
E3T1N2,Random,Claytonia,0,901.8299561,4,2.375,100,25,15.33,3.75,0.740438871,0.527800491,21.79764997,27.1916524,107.9138851,198.568999,6.541955062,13.35307598
E3T1N2,Random,Erythronium,0,901.8299561,4,2.375,100,25,15.33,3.75,0.740438871,0.527800491,21.79764997,27.1916524,107.9138851,198.568999,6.541955062,13.35307598
E3T1N2,Random,Dicentra,0,901.8299561,4,2.375,100,25,15.33,3.75,0.740438871,0.527800491,21.79764997,27.1916524,107.9138851,198.568999,6.541955062,13.35307598
E3T1N2,Random,Trillium,0,901.8299561,4,2.375,100,25,15.33,3.75,0.740438871,0.527800491,21.79764997,27.1916524,107.9138851,198.568999,6.541955062,13.35307598
E3T1N2,Random,Veratrum,0,901.8299561,4,2.375,100,25,15.33,3.75,0.740438871,0.527800491,21.79764997,27.1916524,107.9138851,198.568999,6.541955062,13.35307598
E3T1N3,Random,Claytonia,0,869.1099854,8.5,10.375,99,13,11.03,4.1,0.803475936,0.857631759,58.78334993,23.55755637,179.8900234,171.8076905,6.340534982,19.44887667
E3T1N3,Random,Erythronium,0,869.1099854,8.5,10.375,99,13,11.03,4.1,0.803475936,0.857631759,58.78334993,23.55755637,179.8900234,171.8076905,6.340534982,19.44887667
E3T1N3,Random,Dicentra,0,869.1099854,8.5,10.375,99,13,11.03,4.1,0.803475936,0.857631759,58.78334993,23.55755637,179.8900234,171.8076905,6.340534982,19.44887667
E3T1N3,Random,Trillium,0,869.1099854,8.5,10.375,99,13,11.03,4.1,0.803475936,0.857631759,58.78334993,23.55755637,179.8900234,171.8076905,6.340534982,19.44887667
E3T1N3,Random,Veratrum,0,869.1099854,8.5,10.375,99,13,11.03,4.1,0.803475936,0.857631759,58.78334993,23.55755637,179.8900234,171.8076905,6.340534982,19.44887667
E3T1N4,Random,Claytonia,0,907.25,7.25,4.125,90,32,12.19,4.38,0.667298578,0.858126722,9.1,29.9,61.9,199,5.41,10.6
E3T1N4,Random,Erythronium,0,907.25,7.25,4.125,90,32,12.19,4.38,0.667298578,0.858126722,9.1,29.9,61.9,199,5.41,10.6
E3T1N4,Random,Dicentra,0,907.25,7.25,4.125,90,32,12.19,4.38,0.667298578,0.858126722,9.1,29.9,61.9,199,5.41,10.6
E3T1N4,Random,Trillium,0,907.25,7.25,4.125,90,32,12.19,4.38,0.667298578,0.858126722,9.1,29.9,61.9,199,5.41,10.6
E3T1N4,Random,Veratrum,0,907.25,7.25,4.125,90,32,12.19,4.38,0.667298578,0.858126722,9.1,29.9,61.9,199,5.41,10.6
E3T1N5,Random,Claytonia,0,936.7599487,19.25,6.25,90,23,17.37,4.27,0.623175182,0.223214286,17.1,32.5,58.3,98.2,7.58,26.79
E3T1N5,Random,Erythronium,0,936.7599487,19.25,6.25,90,23,17.37,4.27,0.623175182,0.223214286,17.1,32.5,58.3,98.2,7.58,26.79
E3T1N5,Random,Dicentra,0,936.7599487,19.25,6.25,90,23,17.37,4.27,0.623175182,0.223214286,17.1,32.5,58.3,98.2,7.58,26.79
E3T1N5,Random,Trillium,0,936.7599487,19.25,6.25,90,23,17.37,4.27,0.623175182,0.223214286,17.1,32.5,58.3,98.2,7.58,26.79
E3T1N5,Random,Veratrum,0,936.7599487,19.25,6.25,90,23,17.37,4.27,0.623175182,0.223214286,17.1,32.5,58.3,98.2,7.58,26.79
E3T2N1,Random,Claytonia,0,867.5199585,11.5,0.4,50,14,15.41,3.54,0.673141326,0.538722168,92.9,62,175.6,319.5,14.03,13.69
E3T2N1,Random,Erythronium,1072,867.5199585,11.5,0.4,50,14,15.41,3.54,0.673141326,0.538722168,92.9,62,175.6,319.5,14.03,13.69
E3T2N1,Random,Dicentra,0,867.5199585,11.5,0.4,50,14,15.41,3.54,0.673141326,0.538722168,92.9,62,175.6,319.5,14.03,13.69
E3T2N1,Random,Trillium,0,867.5199585,11.5,0.4,50,14,15.41,3.54,0.673141326,0.538722168,92.9,62,175.6,319.5,14.03,13.69
E3T2N1,Random,Veratrum,0,867.5199585,11.5,0.4,50,14,15.41,3.54,0.673141326,0.538722168,92.9,62,175.6,319.5,14.03,13.69
E3T2N2,Random,Claytonia,0,860.5499878,14.25,5.75,60,15,11.72,3.98,0.598168871,0.345688646,110.5,86.3,207,379.5,33.94,20.34
E3T2N2,Random,Erythronium,1072,860.5499878,14.25,5.75,60,15,11.72,3.98,0.598168871,0.345688646,110.5,86.3,207,379.5,33.94,20.34
E3T2N2,Random,Dicentra,0,860.5499878,14.25,5.75,60,15,11.72,3.98,0.598168871,0.345688646,110.5,86.3,207,379.5,33.94,20.34
E3T2N2,Random,Trillium,0,860.5499878,14.25,5.75,60,15,11.72,3.98,0.598168871,0.345688646,110.5,86.3,207,379.5,33.94,20.34
E3T2N2,Random,Veratrum,0,860.5499878,14.25,5.75,60,15,11.72,3.98,0.598168871,0.345688646,110.5,86.3,207,379.5,33.94,20.34
E3T2N3,Random,Claytonia,0,870.9599609,13,1.75,99,20,26.44,3.88,0.629521017,0.649494949,46.08609424,31.34665521,154.7888594,242.865231,10.75269638,17.30462013
E3T2N3,Random,Erythronium,182,870.9599609,13,1.75,99,20,26.44,3.88,0.629521017,0.649494949,46.08609424,31.34665521,154.7888594,242.865231,10.75269638,17.30462013
E3T2N3,Random,Dicentra,0,870.9599609,13,1.75,99,20,26.44,3.88,0.629521017,0.649494949,46.08609424,31.34665521,154.7888594,242.865231,10.75269638,17.30462013
E3T2N3,Random,Trillium,2,870.9599609,13,1.75,99,20,26.44,3.88,0.629521017,0.649494949,46.08609424,31.34665521,154.7888594,242.865231,10.75269638,17.30462013
E3T2N3,Random,Veratrum,0,870.9599609,13,1.75,99,20,26.44,3.88,0.629521017,0.649494949,46.08609424,31.34665521,154.7888594,242.865231,10.75269638,17.30462013
E3T2N4,Random,Claytonia,0,869.9499512,10.5,5.375,30,27,18.45,3.62,0.678333333,0.626634383,75.75372315,42.46235171,246.0574559,376.9077223,10.77954287,17.42212179
E3T2N4,Random,Erythronium,784,869.9499512,10.5,5.375,30,27,18.45,3.62,0.678333333,0.626634383,75.75372315,42.46235171,246.0574559,376.9077223,10.77954287,17.42212179
E3T2N4,Random,Dicentra,0,869.9499512,10.5,5.375,30,27,18.45,3.62,0.678333333,0.626634383,75.75372315,42.46235171,246.0574559,376.9077223,10.77954287,17.42212179
E3T2N4,Random,Trillium,2,869.9499512,10.5,5.375,30,27,18.45,3.62,0.678333333,0.626634383,75.75372315,42.46235171,246.0574559,376.9077223,10.77954287,17.42212179
E3T2N4,Random,Veratrum,0,869.9499512,10.5,5.375,30,27,18.45,3.62,0.678333333,0.626634383,75.75372315,42.46235171,246.0574559,376.9077223,10.77954287,17.42212179
E3T2N5,Random,Claytonia,0,858.5100098,10,1.125,60,21,24.24,3.7,0.6910516,0.472186287,92.97010838,45.2648305,237.8101849,328.439497,15.09855211,18.54472664
E3T2N5,Random,Erythronium,1080,858.5100098,10,1.125,60,21,24.24,3.7,0.6910516,0.472186287,92.97010838,45.2648305,237.8101849,328.439497,15.09855211,18.54472664
E3T2N5,Random,Dicentra,0,858.5100098,10,1.125,60,21,24.24,3.7,0.6910516,0.472186287,92.97010838,45.2648305,237.8101849,328.439497,15.09855211,18.54472664
E3T2N5,Random,Trillium,4,858.5100098,10,1.125,60,21,24.24,3.7,0.6910516,0.472186287,92.97010838,45.2648305,237.8101849,328.439497,15.09855211,18.54472664
E3T2N5,Random,Veratrum,0,858.5100098,10,1.125,60,21,24.24,3.7,0.6910516,0.472186287,92.97010838,45.2648305,237.8101849,328.439497,15.09855211,18.54472664
E3T3N1,Random,Claytonia,0,893.8999634,31.5,13.375,70,15,16.06,4.49,0.448883666,0.257055683,64.1,15.5,141.7,375.5,2.43,55.99
E3T3N1,Random,Erythronium,712,893.8999634,31.5,13.375,70,15,16.06,4.49,0.448883666,0.257055683,64.1,15.5,141.7,375.5,2.43,55.99
E3T3N1,Random,Dicentra,0,893.8999634,31.5,13.375,70,15,16.06,4.49,0.448883666,0.257055683,64.1,15.5,141.7,375.5,2.43,55.99
E3T3N1,Random,Trillium,3,893.8999634,31.5,13.375,70,15,16.06,4.49,0.448883666,0.257055683,64.1,15.5,141.7,375.5,2.43,55.99
E3T3N1,Random,Veratrum,1,893.8999634,31.5,13.375,70,15,16.06,4.49,0.448883666,0.257055683,64.1,15.5,141.7,375.5,2.43,55.99
E3T3N2,Random,Claytonia,0,867.4599609,44.25,8.375,90,23,16.67,4.83,0.589660743,0.746616541,61.03510811,34.20703572,180.3374277,278.4995847,4.944244285,21.10775259
E3T3N2,Random,Erythronium,264,867.4599609,44.25,8.375,90,23,16.67,4.83,0.589660743,0.746616541,61.03510811,34.20703572,180.3374277,278.4995847,4.944244285,21.10775259
E3T3N2,Random,Dicentra,0,867.4599609,44.25,8.375,90,23,16.67,4.83,0.589660743,0.746616541,61.03510811,34.20703572,180.3374277,278.4995847,4.944244285,21.10775259
E3T3N2,Random,Trillium,0,867.4599609,44.25,8.375,90,23,16.67,4.83,0.589660743,0.746616541,61.03510811,34.20703572,180.3374277,278.4995847,4.944244285,21.10775259
E3T3N2,Random,Veratrum,0,867.4599609,44.25,8.375,90,23,16.67,4.83,0.589660743,0.746616541,61.03510811,34.20703572,180.3374277,278.4995847,4.944244285,21.10775259
E3T3N3,Random,Claytonia,0,919.7399902,21.75,13.75,99,22,50.95,5,0.485714286,0.234206471,57.5,5.5,64,207.5,0.52,18.22
E3T3N3,Random,Erythronium,0,919.7399902,21.75,13.75,99,22,50.95,5,0.485714286,0.234206471,57.5,5.5,64,207.5,0.52,18.22
E3T3N3,Random,Dicentra,0,919.7399902,21.75,13.75,99,22,50.95,5,0.485714286,0.234206471,57.5,5.5,64,207.5,0.52,18.22
E3T3N3,Random,Trillium,0,919.7399902,21.75,13.75,99,22,50.95,5,0.485714286,0.234206471,57.5,5.5,64,207.5,0.52,18.22
E3T3N3,Random,Veratrum,0,919.7399902,21.75,13.75,99,22,50.95,5,0.485714286,0.234206471,57.5,5.5,64,207.5,0.52,18.22
E3T3N4,Random,Claytonia,0,879.4299927,8,0.625,80,22,18.5,3.56,0.693379791,0.793650794,190.1,46.6,383.9,370.1,26.93,15.89
E3T3N4,Random,Erythronium,1024,879.4299927,8,0.625,80,22,18.5,3.56,0.693379791,0.793650794,190.1,46.6,383.9,370.1,26.93,15.89
E3T3N4,Random,Dicentra,0,879.4299927,8,0.625,80,22,18.5,3.56,0.693379791,0.793650794,190.1,46.6,383.9,370.1,26.93,15.89
